#secs; exec/s; paths; p_pend; favs; crash; kasan; tmout; lvls; cycles; f_pend; exec; edges
012427;0;269;269;13;0;0;0;2;6;13;9161;21965
012432;0;269;269;13;0;0;0;2;6;13;9165;21965
012437;0;269;269;13;0;0;0;2;6;13;9169;21965
012443;0;269;269;13;0;0;0;2;6;13;9172;21965
012448;0;269;269;13;0;0;0;2;6;13;9176;21965
012454;0;269;269;13;0;0;0;2;6;13;9180;21965
012459;0;269;269;13;0;0;0;2;6;13;9184;21965
012464;0;269;269;13;0;0;0;2;6;13;9187;21965
012469;0;269;269;13;0;0;0;2;6;13;9191;21965
012474;0;269;269;13;0;0;0;2;6;13;9194;21965
012479;0;269;269;13;0;0;0;2;6;13;9198;21965
012484;0;269;269;13;0;0;0;2;6;13;9201;21965
012489;0;269;269;13;0;0;0;2;6;13;9205;21965
012494;0;269;269;13;0;0;0;2;6;13;9208;21965
012499;0;269;269;13;0;0;0;2;6;13;9212;21965
012504;0;269;269;13;0;0;0;2;6;13;9215;21965
012509;0;269;269;13;0;0;0;2;6;13;9219;21965
012514;0;269;269;13;0;0;0;2;6;13;9222;21965
012519;0;269;269;13;0;0;0;2;6;13;9226;21965
012524;0;269;269;13;0;0;0;2;6;13;9230;21965
012529;0;269;269;13;0;0;0;2;6;13;9233;21965
012534;0;269;269;13;0;0;0;2;6;13;9237;21965
012539;0;269;269;13;0;0;0;2;6;13;9240;21965
012549;0;269;269;13;0;0;0;2;6;13;9247;21965
012554;0;269;269;13;0;0;0;2;6;13;9251;21965
012559;0;269;269;13;0;0;0;2;6;13;9254;21965
012564;0;269;269;13;0;0;0;2;6;13;9258;21965
012569;0;269;269;13;0;0;0;2;6;13;9261;21965
012574;0;269;269;13;0;0;0;2;6;13;9265;21965
012583;0;269;269;13;0;0;0;2;6;13;9271;21965
012588;0;269;269;13;0;0;0;2;6;13;9275;21965
012593;0;269;269;13;0;0;0;2;6;13;9278;21965
012598;0;269;269;13;0;0;0;2;6;13;9282;21965
012603;0;269;269;13;0;0;0;2;6;13;9285;21965
012608;0;269;269;13;0;0;0;2;6;13;9289;21965
012614;0;269;269;13;0;0;0;2;6;13;9293;21965
012619;0;269;269;13;0;0;0;2;6;13;9297;21965
012624;0;269;269;13;0;0;0;2;6;13;9300;21965
012629;0;269;269;13;0;0;0;2;6;13;9304;21965
012634;0;269;269;13;0;0;0;2;6;13;9307;21965
012643;0;269;269;13;0;0;0;2;6;13;9314;21965
012648;0;269;269;13;0;0;0;2;6;13;9318;21965
012653;0;269;269;13;0;0;0;2;6;13;9321;21965
012660;5;269;269;13;0;0;0;2;6;13;9358;21965
012665;0;269;269;13;0;0;0;2;6;13;9362;21965
012670;0;269;269;13;0;0;0;2;6;13;9365;21965
012675;0;269;269;13;0;0;0;2;6;13;9369;21965
012680;0;269;269;13;0;0;0;2;6;13;9372;21965
012685;0;269;269;13;0;0;0;2;6;13;9376;21965
012690;0;269;269;13;0;0;0;2;6;13;9379;21965
012697;0;269;269;13;0;0;0;2;6;13;9384;21965
012702;0;269;269;13;0;0;0;2;6;13;9388;21965
012707;0;269;269;13;0;0;0;2;6;13;9391;21965
012717;0;269;269;13;0;0;0;2;6;13;9398;21965
012724;0;269;269;13;0;0;0;2;6;13;9403;21965
012729;0;269;269;13;0;0;0;2;6;13;9407;21965
012734;0;269;269;13;0;0;0;2;6;13;9410;21965
012739;0;269;269;13;0;0;0;2;6;13;9414;21965
012744;0;269;269;13;0;0;0;2;6;13;9417;21965
012749;0;269;269;13;0;0;0;2;6;13;9421;21965
012754;0;269;269;13;0;0;0;2;6;13;9424;21965
012759;0;269;269;13;0;0;0;2;6;13;9428;21965
012764;0;269;269;13;0;0;0;2;6;13;9431;21965
012769;0;269;269;13;0;0;0;2;6;13;9435;21965
012774;0;269;269;13;0;0;0;2;6;13;9438;21965
012779;0;269;269;13;0;0;0;2;6;13;9442;21965
012784;0;269;269;13;0;0;0;2;6;13;9445;21965
012789;0;269;269;13;0;0;0;2;6;13;9449;21965
012794;0;269;269;13;0;0;0;2;6;13;9453;21965
012799;0;269;269;13;0;0;0;2;6;13;9456;21965
012804;0;269;269;13;0;0;0;2;6;13;9460;21965
012809;0;269;269;13;0;0;0;2;6;13;9463;21965
012814;0;269;269;13;0;0;0;2;6;13;9467;21965
012823;0;269;269;13;0;0;0;2;6;13;9473;21965
012829;0;269;269;13;0;0;0;2;6;13;9478;21965
012834;0;269;269;13;0;0;0;2;6;13;9481;21965
012839;0;269;269;13;0;0;0;2;6;13;9485;21965
012844;0;269;269;13;0;0;0;2;6;13;9488;21965
012849;0;269;269;13;0;0;0;2;6;13;9492;21965
012858;0;269;269;13;0;0;0;2;6;13;9498;21965
012863;0;269;269;13;0;0;0;2;6;13;9502;21965
012868;0;269;269;13;0;0;0;2;6;13;9505;21965
012873;0;269;269;13;0;0;0;2;6;13;9509;21965
012878;0;269;269;13;0;0;0;2;6;13;9512;21965
012883;0;269;269;13;0;0;0;2;6;13;9516;21965
012888;0;269;269;13;0;0;0;2;6;13;9519;21965
012895;0;270;270;13;0;0;0;2;6;13;9524;21965
012900;0;270;270;13;0;0;0;2;6;13;9528;21965
012905;0;270;270;13;0;0;0;2;6;13;9531;21965
012910;0;270;270;13;0;0;0;2;6;13;9535;21965
012915;0;270;270;13;0;0;0;2;6;13;9538;21965
012925;0;270;270;13;0;0;0;2;6;13;9545;21965
012930;0;270;270;13;0;0;0;2;6;13;9549;21965
012935;0;270;270;13;0;0;0;2;6;13;9552;21965
012940;0;270;270;13;0;0;0;2;6;13;9556;21965
012945;0;270;270;13;0;0;0;2;6;13;9559;21965
012950;0;270;270;13;0;0;0;2;6;13;9563;21965
012955;0;270;270;13;0;0;0;2;6;13;9566;21965
012960;0;270;270;13;0;0;0;2;6;13;9570;21965
012965;0;270;270;13;0;0;0;2;6;13;9573;21965
012970;0;270;270;13;0;0;0;2;6;13;9577;21965
012975;0;270;270;13;0;0;0;2;6;13;9580;21965
012980;0;270;270;13;0;0;0;2;6;13;9584;21965
012985;0;270;270;13;0;0;0;2;6;13;9587;21965
012990;0;270;270;13;0;0;0;2;6;13;9591;21965
012995;0;270;270;13;0;0;0;2;6;13;9594;21965
013000;0;270;270;13;0;0;0;2;6;13;9598;21965
013005;0;270;270;13;0;0;0;2;6;13;9602;21965
013010;0;270;270;13;0;0;0;2;6;13;9605;21965
013015;0;270;270;13;0;0;0;2;6;13;9609;21965
013020;0;270;270;13;0;0;0;2;6;13;9612;21965
013025;0;270;270;13;0;0;0;2;6;13;9616;21965
013030;0;270;270;13;0;0;0;2;6;13;9619;21965
013035;0;270;270;13;0;0;0;2;6;13;9623;21965
013040;0;270;270;13;0;0;0;2;6;13;9626;21965
013045;0;270;270;13;0;0;0;2;6;13;9630;21965
013050;0;270;270;13;0;0;0;2;6;13;9633;21965
013059;0;270;270;13;0;0;0;2;6;13;9640;21965
013064;0;270;270;13;0;0;0;2;6;13;9644;21965
013069;0;270;270;13;0;0;0;2;6;13;9647;21965
013074;0;270;270;13;0;0;0;2;6;13;9651;21965
013079;0;270;270;13;0;0;0;2;6;13;9654;21965
013084;0;270;270;13;0;0;0;2;6;13;9658;21965
013089;0;270;270;13;0;0;0;2;6;13;9661;21965
013099;0;270;270;13;0;0;0;2;6;13;9668;21965
013104;0;270;270;13;0;0;0;2;6;13;9672;21965
013109;0;270;270;13;0;0;0;2;6;13;9675;21965
013117;0;270;270;13;0;0;0;2;6;13;9681;21965
013122;0;270;270;13;0;0;0;2;6;13;9685;21965
013127;0;270;270;13;0;0;0;2;6;13;9688;21965
013132;0;270;270;13;0;0;0;2;6;13;9692;21965
013137;0;270;270;13;0;0;0;2;6;13;9695;21965
013142;0;270;270;13;0;0;0;2;6;13;9699;21965
013147;0;270;270;13;0;0;0;2;6;13;9702;21965
013152;0;270;270;13;0;0;0;2;6;13;9706;21965
013157;0;270;270;13;0;0;0;2;6;13;9709;21965
013162;0;270;270;13;0;0;0;2;6;13;9713;21965
013167;0;270;270;13;0;0;0;2;6;13;9716;21965
013172;7;270;270;13;0;0;0;2;6;13;9752;21965
013177;0;270;270;13;0;0;0;2;6;13;9756;21965
013183;0;270;270;13;0;0;0;2;6;13;9760;21965
013188;0;270;270;13;0;0;0;2;6;13;9763;21965
013193;0;270;270;13;0;0;0;2;6;13;9767;21965
013198;0;270;270;13;0;0;0;2;6;13;9770;21965
013203;0;270;270;13;0;0;0;2;6;13;9774;21965
013208;0;270;270;13;0;0;0;2;6;13;9777;21965
013213;0;270;270;13;0;0;0;2;6;13;9781;21965
013218;0;270;270;13;0;0;0;2;6;13;9784;21965
013223;0;270;270;13;0;0;0;2;6;13;9788;21965
013228;0;270;270;13;0;0;0;2;6;13;9791;21965
013237;0;270;270;13;0;0;0;2;6;13;9798;21965
013242;0;270;270;13;0;0;0;2;6;13;9802;21965
013247;0;270;270;13;0;0;0;2;6;13;9805;21965
013253;0;270;270;13;0;0;0;2;6;13;9809;21965
013258;0;270;270;13;0;0;0;2;6;13;9812;21965
013263;0;270;270;13;0;0;0;2;6;13;9816;21965
013269;0;270;270;13;0;0;0;2;6;13;9820;21965
013274;0;270;270;13;0;0;0;2;6;13;9824;21965
013279;0;270;270;13;0;0;0;2;6;13;9827;21965
013284;0;270;270;13;0;0;0;2;6;13;9831;21965
013289;0;270;270;13;0;0;0;2;6;13;9834;21965
013294;0;270;270;13;0;0;0;2;6;13;9838;21965
013299;0;270;270;13;0;0;0;2;6;13;9841;21965
013304;0;270;270;13;0;0;0;2;6;13;9845;21965
013309;0;270;270;13;0;0;0;2;6;13;9849;21965
013314;0;270;270;13;0;0;0;2;6;13;9852;21965
013322;0;270;270;13;0;0;0;2;6;13;9858;21965
013327;0;270;270;13;0;0;0;2;6;13;9862;21965
013332;0;270;270;13;0;0;0;2;6;13;9865;21965
013337;0;270;270;13;0;0;0;2;6;13;9869;21965
013342;0;270;270;13;0;0;0;2;6;13;9872;21965
013347;0;270;270;13;0;0;0;2;6;13;9876;21965
013353;0;270;270;13;0;0;0;2;6;13;9880;21965
013358;0;270;270;13;0;0;0;2;6;13;9883;21965
013363;0;270;270;13;0;0;0;2;6;13;9887;21965
013368;0;270;270;13;0;0;0;2;6;13;9891;21965
013373;0;270;270;13;0;0;0;2;6;13;9894;21965
013378;0;270;270;13;0;0;0;2;6;13;9898;21965
013383;0;270;270;13;0;0;0;2;6;13;9901;21965
013388;0;270;270;13;0;0;0;2;6;13;9905;21965
013393;0;270;270;13;0;0;0;2;6;13;9908;21965
013398;0;270;270;13;0;0;0;2;6;13;9912;21965
013403;0;270;270;13;0;0;0;2;6;13;9915;21965
013408;0;270;270;13;0;0;0;2;6;13;9919;21965
013413;0;270;270;13;0;0;0;2;6;13;9922;21965
013418;0;270;270;13;0;0;0;2;6;13;9926;21965
013427;0;270;270;13;0;0;0;2;6;13;9932;21965
013432;0;270;270;13;0;0;0;2;6;13;9936;21965
013437;0;270;270;13;0;0;0;2;6;13;9939;21965
013442;0;270;270;13;0;0;0;2;6;13;9943;21965
013450;0;270;270;13;0;0;0;2;6;13;9948;21965
013455;0;270;270;13;0;0;0;2;6;13;9952;21965
013460;0;270;270;13;0;0;0;2;6;13;9955;21965
013465;0;270;270;13;0;0;0;2;6;13;9959;21965
013470;0;270;270;13;0;0;0;2;6;13;9962;21965
013475;0;270;270;13;0;0;0;2;6;13;9966;21965
013480;0;270;270;13;0;0;0;2;6;13;9969;21965
013485;0;270;270;13;0;0;0;2;6;13;9973;21965
013490;0;270;270;13;0;0;0;2;6;13;9976;21965
013495;0;270;270;13;0;0;0;2;6;13;9980;21965
013500;0;270;270;13;0;0;0;2;6;13;9983;21965
013505;0;270;270;13;0;0;0;2;6;13;9987;21965
013510;0;270;270;13;0;0;0;2;6;13;9990;21965
013515;0;270;270;13;0;0;0;2;6;13;9994;21965
013522;0;270;270;13;0;0;0;2;6;13;9999;21965
013527;0;270;270;13;0;0;0;2;6;13;10003;21965
013535;0;270;270;13;0;0;0;2;6;13;10008;21965
013540;0;270;270;13;0;0;0;2;6;13;10012;21965
013545;0;270;270;13;0;0;0;2;6;13;10015;21965
013550;0;270;270;13;0;0;0;2;6;13;10019;21965
013555;0;270;270;13;0;0;0;2;6;13;10022;21965
013560;0;270;270;13;0;0;0;2;6;13;10026;21965
013565;0;270;270;13;0;0;0;2;6;13;10029;21965
013570;0;270;270;13;0;0;0;2;6;13;10033;21965
013575;0;270;270;13;0;0;0;2;6;13;10036;21965
013580;0;270;270;13;0;0;0;2;6;13;10040;21965
013585;0;270;270;13;0;0;0;2;6;13;10043;21965
013590;0;270;270;13;0;0;0;2;6;13;10047;21965
013595;0;270;270;13;0;0;0;2;6;13;10051;21965
013600;0;270;270;13;0;0;0;2;6;13;10054;21965
013605;0;270;270;13;0;0;0;2;6;13;10058;21965
013610;0;270;270;13;0;0;0;2;6;13;10061;21965
013617;0;270;270;13;0;0;0;2;6;13;10066;21965
013622;0;270;270;13;0;0;0;2;6;13;10070;21965
013627;0;270;270;13;0;0;0;2;6;13;10073;21965
013632;0;270;270;13;0;0;0;2;6;13;10077;21965
013637;0;270;270;13;0;0;0;2;6;13;10080;21965
013645;0;270;270;13;0;0;0;2;6;13;10086;21965
013651;0;270;270;13;0;0;0;2;6;13;10090;21965
013660;0;270;270;13;0;0;0;2;6;13;10097;21965
013665;0;270;270;13;0;0;0;2;6;13;10100;21965
013670;0;270;270;13;0;0;0;2;6;13;10104;21965
013675;0;270;270;13;0;0;0;2;6;13;10107;21965
013680;0;270;270;13;0;0;0;2;6;13;10111;21965
013685;0;270;270;13;0;0;0;2;6;13;10114;21965
013690;0;270;270;13;0;0;0;2;6;13;10118;21965
013695;0;270;270;13;0;0;0;2;6;13;10121;21965
013700;7;270;270;13;0;0;0;2;6;13;10157;21965
013705;0;270;270;13;0;0;0;2;6;13;10160;21965
013710;0;270;270;13;0;0;0;2;6;13;10164;21965
013715;0;270;270;13;0;0;0;2;6;13;10167;21965
013720;0;270;270;13;0;0;0;2;6;13;10171;21965
013728;0;270;270;13;0;0;0;2;6;13;10177;21965
013733;0;270;270;13;0;0;0;2;6;13;10181;21965
013738;0;270;270;13;0;0;0;2;6;13;10184;21965
013743;0;270;270;13;0;0;0;2;6;13;10188;21965
013748;0;270;270;13;0;0;0;2;6;13;10191;21965
013753;0;270;270;13;0;0;0;2;6;13;10195;21965
013758;0;270;270;13;0;0;0;2;6;13;10198;21965
013763;0;270;270;13;0;0;0;2;6;13;10202;21965
013768;0;270;270;13;0;0;0;2;6;13;10205;21965
013775;0;270;270;13;0;0;0;2;6;13;10210;21965
013780;0;270;270;13;0;0;0;2;6;13;10214;21965
013785;0;270;270;13;0;0;0;2;6;13;10217;21965
013790;0;270;270;13;0;0;0;2;6;13;10221;21965
013795;0;270;270;13;0;0;0;2;6;13;10224;21965
013800;0;270;270;13;0;0;0;2;6;13;10228;21965
013809;0;270;270;13;0;0;0;2;6;13;10234;21965
013814;0;270;270;13;0;0;0;2;6;13;10238;21965
013819;0;270;270;13;0;0;0;2;6;13;10241;21965
013828;0;270;270;13;0;0;0;2;6;13;10247;21965
013833;0;270;270;13;0;0;0;2;6;13;10251;21965
013838;0;270;270;13;0;0;0;2;6;13;10254;21965
013843;0;270;270;13;0;0;0;2;6;13;10258;21965
013848;0;270;270;13;0;0;0;2;6;13;10261;21965
013853;0;270;270;13;0;0;0;2;6;13;10265;21965
013861;0;270;270;13;0;0;0;2;6;13;10271;21965
013866;0;270;270;13;0;0;0;2;6;13;10275;21965
013873;0;270;270;13;0;0;0;2;6;13;10279;21965
013878;0;270;270;13;0;0;0;2;6;13;10283;21965
013883;0;270;270;13;0;0;0;2;6;13;10286;21965
013893;0;270;270;13;0;0;0;2;6;13;10293;21965
013898;0;270;270;13;0;0;0;2;6;13;10297;21965
013903;0;270;270;13;0;0;0;2;6;13;10300;21965
013908;0;270;270;13;0;0;0;2;6;13;10304;21965
013913;0;270;270;13;0;0;0;2;6;13;10307;21965
013919;0;270;270;13;0;0;0;2;6;13;10312;21965
013924;0;270;270;13;0;0;0;2;6;13;10316;21965
013929;0;270;270;13;0;0;0;2;6;13;10319;21965
013934;0;270;270;13;0;0;0;2;6;13;10323;21965
013942;0;270;270;13;0;0;0;2;6;13;10328;21965
013947;0;270;270;13;0;0;0;2;6;13;10332;21965
013952;0;270;270;13;0;0;0;2;6;13;10335;21965
013961;0;270;270;13;0;0;0;2;6;13;10341;21965
013966;0;270;270;13;0;0;0;2;6;13;10345;21965
013971;0;270;270;13;0;0;0;2;6;13;10348;21965
013980;0;270;270;13;0;0;0;2;6;13;10355;21965
013989;0;270;270;13;0;0;0;2;6;13;10361;21965
013994;0;270;270;13;0;0;0;2;6;13;10365;21965
013999;0;270;270;13;0;0;0;2;6;13;10368;21965
014004;0;270;270;13;0;0;0;2;6;13;10372;21965
014009;0;270;270;13;0;0;0;2;6;13;10375;21965
014017;0;270;270;13;0;0;0;2;6;13;10381;21965
014022;0;270;270;13;0;0;0;2;6;13;10385;21965
014027;0;270;270;13;0;0;0;2;6;13;10388;21965
014032;0;270;270;13;0;0;0;2;6;13;10392;21965
014037;0;270;270;13;0;0;0;2;6;13;10395;21965
014042;0;270;270;13;0;0;0;2;6;13;10399;21965
014048;0;270;270;13;0;0;0;2;6;13;10403;21965
014053;0;270;270;13;0;0;0;2;6;13;10407;21965
014058;0;270;270;13;0;0;0;2;6;13;10410;21965
014065;0;270;270;13;0;0;0;2;6;13;10415;21965
014070;0;270;270;13;0;0;0;2;6;13;10419;21965
014075;0;270;270;13;0;0;0;2;6;13;10422;21965
014081;0;270;270;13;0;0;0;2;6;13;10426;21965
014088;0;270;270;13;0;0;0;2;6;13;10431;21965
014093;0;270;270;13;0;0;0;2;6;13;10435;21965
014098;0;270;270;13;0;0;0;2;6;13;10438;21965
014108;0;270;270;13;0;0;0;2;6;13;10445;21965
014113;0;270;270;13;0;0;0;2;6;13;10449;21965
014118;0;270;270;13;0;0;0;2;6;13;10452;21965
014123;0;270;270;13;0;0;0;2;6;13;10456;21965
014128;0;270;270;13;0;0;0;2;6;13;10459;21965
014133;0;270;270;13;0;0;0;2;6;13;10463;21965
014138;0;270;270;13;0;0;0;2;6;13;10466;21965
014143;0;270;270;13;0;0;0;2;6;13;10470;21965
014148;0;270;270;13;0;0;0;2;6;13;10473;21965
014153;0;270;270;13;0;0;0;2;6;13;10477;21965
014158;0;270;270;13;0;0;0;2;6;13;10480;21965
014163;0;270;270;13;0;0;0;2;6;13;10484;21965
014168;0;270;270;13;0;0;0;2;6;13;10487;21965
014173;0;270;270;13;0;0;0;2;6;13;10491;21965
014178;0;270;270;13;0;0;0;2;6;13;10495;21965
014183;0;270;270;13;0;0;0;2;6;13;10498;21965
014188;0;270;270;13;0;0;0;2;6;13;10502;21965
014193;0;270;270;13;0;0;0;2;6;13;10505;21965
014202;0;270;270;13;0;0;0;2;6;13;10512;21965
014207;0;270;270;13;0;0;0;2;6;13;10515;21965
014215;0;270;270;13;0;0;0;2;6;13;10521;21965
014222;31;270;270;13;0;0;0;2;7;13;10741;21965
014227;0;270;270;13;0;0;0;2;7;13;10745;21965
014232;0;270;270;13;0;0;0;2;7;13;10748;21965
014237;0;270;270;13;0;0;0;2;7;13;10752;21965
014242;0;270;270;13;0;0;0;2;7;13;10755;21965
014247;0;270;270;13;0;0;0;2;7;13;10759;21965
014252;0;270;270;13;0;0;0;2;7;13;10762;21965
014258;0;270;270;13;0;0;0;2;7;13;10766;21965
014263;0;270;270;13;0;0;0;2;7;13;10770;21965
014268;0;270;270;13;0;0;0;2;7;13;10773;21965
014273;0;270;270;13;0;0;0;2;7;13;10777;21965
014282;0;270;270;13;0;0;0;2;7;13;10783;21965
014287;0;270;270;13;0;0;0;2;7;13;10787;21965
014292;0;270;270;13;0;0;0;2;7;13;10790;21965
014297;0;270;270;13;0;0;0;2;7;13;10794;21965
014302;0;270;270;13;0;0;0;2;7;13;10797;21965
014307;0;270;270;13;0;0;0;2;7;13;10801;21965
014312;0;270;270;13;0;0;0;2;7;13;10804;21965
014317;0;270;270;13;0;0;0;2;7;13;10808;21965
014322;0;270;270;13;0;0;0;2;7;13;10811;21965
014327;0;270;270;13;0;0;0;2;7;13;10815;21965
014332;0;270;270;13;0;0;0;2;7;13;10818;21965
014341;0;270;270;13;0;0;0;2;7;13;10825;21965
014346;0;270;270;13;0;0;0;2;7;13;10829;21965
014351;0;270;270;13;0;0;0;2;7;13;10832;21965
014357;0;270;270;13;0;0;0;2;7;13;10836;21965
014362;0;270;270;13;0;0;0;2;7;13;10840;21965
014367;0;270;270;13;0;0;0;2;7;13;10843;21965
014374;0;270;270;13;0;0;0;2;7;13;10848;21965
014379;0;270;270;13;0;0;0;2;7;13;10852;21965
014388;0;270;270;13;0;0;0;2;7;13;10858;21965
014393;0;270;270;13;0;0;0;2;7;13;10862;21965
014398;0;270;270;13;0;0;0;2;7;13;10865;21965
014403;0;270;270;13;0;0;0;2;7;13;10869;21965
014408;0;270;270;13;0;0;0;2;7;13;10872;21965
014413;0;270;270;13;0;0;0;2;7;13;10876;21965
014418;0;270;270;13;0;0;0;2;7;13;10879;21965
014423;0;270;270;13;0;0;0;2;7;13;10883;21965
014428;0;270;270;13;0;0;0;2;7;13;10886;21965
014433;0;270;270;13;0;0;0;2;7;13;10890;21965
014438;0;270;270;13;0;0;0;2;7;13;10893;21965
014443;0;270;270;13;0;0;0;2;7;13;10897;21965
014450;0;270;270;13;0;0;0;2;7;13;10902;21965
014455;0;270;270;13;0;0;0;2;7;13;10906;21965
014460;0;270;270;13;0;0;0;2;7;13;10909;21965
014465;0;270;270;13;0;0;0;2;7;13;10913;21965
014470;0;270;270;13;0;0;0;2;7;13;10916;21965
014475;0;270;270;13;0;0;0;2;7;13;10920;21965
014480;0;270;270;13;0;0;0;2;7;13;10923;21965
014485;0;270;270;13;0;0;0;2;7;13;10927;21965
014490;0;270;270;13;0;0;0;2;7;13;10930;21965
014495;0;270;270;13;0;0;0;2;7;13;10934;21965
014500;0;270;270;13;0;0;0;2;7;13;10937;21965
014505;0;270;270;13;0;0;0;2;7;13;10941;21965
014510;0;270;270;13;0;0;0;2;7;13;10945;21965
014515;0;270;270;13;0;0;0;2;7;13;10948;21965
014525;0;270;270;13;0;0;0;2;7;13;10955;21965
014530;0;270;270;13;0;0;0;2;7;13;10959;21965
014535;0;270;270;13;0;0;0;2;7;13;10962;21965
014540;0;270;270;13;0;0;0;2;7;13;10966;21965
014546;0;270;270;13;0;0;0;2;7;13;10970;21965
014551;0;270;270;13;0;0;0;2;7;13;10974;21965
014556;0;270;270;13;0;0;0;2;7;13;10977;21965
014561;0;270;270;13;0;0;0;2;7;13;10981;21965
014566;0;270;270;13;0;0;0;2;7;13;10984;21965
014571;0;270;270;13;0;0;0;2;7;13;10988;21965
014576;0;270;270;13;0;0;0;2;7;13;10991;21965
014581;0;270;270;13;0;0;0;2;7;13;10995;21965
014586;0;270;270;13;0;0;0;2;7;13;10998;21965
014591;0;270;270;13;0;0;0;2;7;13;11002;21965
014596;0;270;270;13;0;0;0;2;7;13;11005;21965
014601;0;270;270;13;0;0;0;2;7;13;11009;21965
014606;0;270;270;13;0;0;0;2;7;13;11013;21965
014611;0;270;270;13;0;0;0;2;7;13;11016;21965
014616;0;270;270;13;0;0;0;2;7;13;11020;21965
014621;0;270;270;13;0;0;0;2;7;13;11023;21965
014626;0;270;270;13;0;0;0;2;7;13;11027;21965
014631;0;270;270;13;0;0;0;2;7;13;11030;21965
014636;0;270;270;13;0;0;0;2;7;13;11034;21965
014641;0;270;270;13;0;0;0;2;7;13;11037;21965
014646;0;270;270;13;0;0;0;2;7;13;11041;21965
014654;0;270;270;13;0;0;0;2;7;13;11046;21965
014662;0;270;270;13;0;0;0;2;7;13;11052;21965
014672;0;270;270;13;0;0;0;2;7;13;11059;21965
014677;0;270;270;13;0;0;0;2;7;13;11063;21965
014685;0;270;270;13;0;0;0;2;7;13;11068;21965
014690;0;270;270;13;0;0;0;2;7;13;11072;21965
014695;0;270;270;13;0;0;0;2;7;13;11075;21965
014702;0;270;270;13;0;0;0;2;7;13;11080;21965
014707;0;270;270;13;0;0;0;2;7;13;11084;21965
014712;0;270;270;13;0;0;0;2;7;13;11087;21965
014717;0;270;270;13;0;0;0;2;7;13;11091;21965
014722;0;270;270;13;0;0;0;2;7;13;11094;21965
014727;0;270;270;13;0;0;0;2;7;13;11098;21965
014732;0;270;270;13;0;0;0;2;7;13;11101;21965
014737;0;270;270;13;0;0;0;2;7;13;11105;21965
014742;0;270;270;13;0;0;0;2;7;13;11108;21965
014747;0;270;270;13;0;0;0;2;7;13;11112;21965
014752;0;270;270;13;0;0;0;2;7;13;11115;21965
014757;0;270;270;13;0;0;0;2;7;13;11119;21965
014762;0;270;270;13;0;0;0;2;7;13;11122;21965
014767;0;270;270;13;0;0;0;2;7;13;11126;21965
014772;0;270;270;13;0;0;0;2;7;13;11130;21965
014777;0;271;271;13;0;0;0;2;7;13;11134;21965
014782;0;271;271;13;0;0;0;2;7;13;11137;21965
014787;0;271;271;13;0;0;0;2;7;13;11141;21965
014794;0;271;271;13;0;0;0;2;7;13;11145;21965
014799;0;271;271;13;0;0;0;2;7;13;11149;21965
014804;0;271;271;13;0;0;0;2;7;13;11152;21965
014809;0;271;271;13;0;0;0;2;7;13;11156;21965
014814;0;271;271;13;0;0;0;2;7;13;11159;21965
014824;0;271;271;13;0;0;0;2;7;13;11166;21965
014829;0;271;271;13;0;0;0;2;7;13;11170;21965
014834;0;271;271;13;0;0;0;2;7;13;11173;21965
014839;0;271;271;13;0;0;0;2;7;13;11177;21965
014844;0;271;271;13;0;0;0;2;7;13;11180;21965
014849;0;271;271;13;0;0;0;2;7;13;11184;21965
014854;0;271;271;13;0;0;0;2;7;13;11188;21965
014859;0;271;271;13;0;0;0;2;7;13;11191;21965
014864;0;271;271;13;0;0;0;2;7;13;11195;21965
014869;0;271;271;13;0;0;0;2;7;13;11198;21965
014874;0;271;271;13;0;0;0;2;7;13;11202;21965
014879;0;271;271;13;0;0;0;2;7;13;11205;21965
014884;0;271;271;13;0;0;0;2;7;13;11209;21965
014889;0;271;271;13;0;0;0;2;7;13;11212;21965
014894;0;271;271;13;0;0;0;2;7;13;11216;21965
014899;0;271;271;13;0;0;0;2;7;13;11219;21965
014905;0;271;271;13;0;0;0;2;7;13;11224;21965
014910;0;271;271;13;0;0;0;2;7;13;11228;21965
014915;0;271;271;13;0;0;0;2;7;13;11231;21965
014920;0;271;271;13;0;0;0;2;7;13;11235;21965
014925;0;271;271;13;0;0;0;2;7;13;11238;21965
014930;0;271;271;13;0;0;0;2;7;13;11242;21965
014936;0;271;271;13;0;0;0;2;7;13;11246;21965
014941;0;271;271;13;0;0;0;2;7;13;11249;21965
014946;0;271;271;13;0;0;0;2;7;13;11253;21965
014951;0;271;271;13;0;0;0;2;7;13;11256;21965
014956;0;271;271;13;0;0;0;2;7;13;11260;21965
014961;0;271;271;13;0;0;0;2;7;13;11263;21965
014966;0;271;271;13;0;0;0;2;7;13;11267;21965
014971;0;271;271;13;0;0;0;2;7;13;11270;21965
014976;0;271;271;13;0;0;0;2;7;13;11274;21965
014981;0;271;271;13;0;0;0;2;7;13;11277;21965
014986;0;271;271;13;0;0;0;2;7;13;11281;21965
014995;0;271;271;13;0;0;0;2;7;13;11287;21965
015000;0;271;271;13;0;0;0;2;7;13;11291;21965
015005;0;271;271;13;0;0;0;2;7;13;11294;21965
015010;0;271;271;13;0;0;0;2;7;13;11298;21965
015015;0;271;271;13;0;0;0;2;7;13;11301;21965
015020;0;271;271;13;0;0;0;2;7;13;11305;21965
015025;0;271;271;13;0;0;0;2;7;13;11308;21965
015030;0;271;271;13;0;0;0;2;7;13;11312;21965
