#secs; exec/s; paths; p_pend; favs; crash; kasan; tmout; lvls; cycles; f_pend; exec; edges
009822;0;262;262;13;0;0;0;2;5;13;7212;21965
009827;0;262;262;13;0;0;0;2;5;13;7215;21965
009836;0;262;262;13;0;0;0;2;5;13;7221;21965
009841;0;262;262;13;0;0;0;2;5;13;7225;21965
009846;0;262;262;13;0;0;0;2;5;13;7228;21965
009851;0;262;262;13;0;0;0;2;5;13;7232;21965
009856;0;262;262;13;0;0;0;2;5;13;7235;21965
009861;0;262;262;13;0;0;0;2;5;13;7239;21965
009867;0;262;262;13;0;0;0;2;5;13;7243;21965
009872;0;262;262;13;0;0;0;2;5;13;7247;21965
009877;0;262;262;13;0;0;0;2;5;13;7250;21965
009882;0;262;262;13;0;0;0;2;5;13;7254;21965
009887;0;262;262;13;0;0;0;2;5;13;7257;21965
009894;0;262;262;13;0;0;0;2;5;13;7262;21965
009899;0;262;262;13;0;0;0;2;5;13;7266;21965
009904;0;262;262;13;0;0;0;2;5;13;7269;21965
009909;0;262;262;13;0;0;0;2;5;13;7273;21965
009915;0;262;262;13;0;0;0;2;5;13;7277;21965
009920;0;262;262;13;0;0;0;2;5;13;7281;21965
009925;0;262;262;13;0;0;0;2;5;13;7284;21965
009931;0;262;262;13;0;0;0;2;5;13;7289;21965
009936;0;262;262;13;0;0;0;2;5;13;7292;21965
009941;0;262;262;13;0;0;0;2;5;13;7296;21965
009946;0;262;262;13;0;0;0;2;5;13;7299;21965
009951;0;262;262;13;0;0;0;2;5;13;7303;21965
009956;0;262;262;13;0;0;0;2;5;13;7306;21965
009961;0;262;262;13;0;0;0;2;5;13;7310;21965
009966;0;262;262;13;0;0;0;2;5;13;7313;21965
009971;0;262;262;13;0;0;0;2;5;13;7317;21965
009976;0;262;262;13;0;0;0;2;5;13;7320;21965
009981;0;262;262;13;0;0;0;2;5;13;7324;21965
009987;0;262;262;13;0;0;0;2;5;13;7328;21965
009992;0;262;262;13;0;0;0;2;5;13;7332;21965
009997;0;262;262;13;0;0;0;2;5;13;7335;21965
010002;0;262;262;13;0;0;0;2;5;13;7339;21965
010007;0;262;262;13;0;0;0;2;5;13;7343;21965
010012;0;262;262;13;0;0;0;2;5;13;7346;21965
010017;0;262;262;13;0;0;0;2;5;13;7350;21965
010022;0;262;262;13;0;0;0;2;5;13;7353;21965
010027;0;262;262;13;0;0;0;2;5;13;7357;21965
010032;0;262;262;13;0;0;0;2;5;13;7360;21965
010037;0;262;262;13;0;0;0;2;5;13;7364;21965
010042;0;262;262;13;0;0;0;2;5;13;7367;21965
010049;0;262;262;13;0;0;0;2;5;13;7372;21965
010056;1;262;262;13;0;0;0;2;6;13;7381;21965
010061;0;262;262;13;0;0;0;2;6;13;7385;21965
010066;0;262;262;13;0;0;0;2;6;13;7388;21965
010071;0;262;262;13;0;0;0;2;6;13;7392;21965
010076;0;262;262;13;0;0;0;2;6;13;7395;21965
010081;0;262;262;13;0;0;0;2;6;13;7399;21965
010086;0;262;262;13;0;0;0;2;6;13;7402;21965
010091;0;262;262;13;0;0;0;2;6;13;7406;21965
010097;0;262;262;13;0;0;0;2;6;13;7410;21965
010102;0;262;262;13;0;0;0;2;6;13;7414;21965
010107;0;262;262;13;0;0;0;2;6;13;7417;21965
010112;0;262;262;13;0;0;0;2;6;13;7421;21965
010117;1;262;262;13;0;0;0;2;6;13;7428;21965
010122;0;262;262;13;0;0;0;2;6;13;7432;21965
010127;0;262;262;13;0;0;0;2;6;13;7435;21965
010132;0;262;262;13;0;0;0;2;6;13;7439;21965
010137;0;262;262;13;0;0;0;2;6;13;7442;21965
010142;0;262;262;13;0;0;0;2;6;13;7446;21965
010147;0;262;262;13;0;0;0;2;6;13;7449;21965
010152;0;262;262;13;0;0;0;2;6;13;7453;21965
010158;0;262;262;13;0;0;0;2;6;13;7457;21965
010163;0;262;262;13;0;0;0;2;6;13;7461;21965
010168;0;262;262;13;0;0;0;2;6;13;7464;21965
010173;0;262;262;13;0;0;0;2;6;13;7468;21965
010178;0;262;262;13;0;0;0;2;6;13;7471;21965
010183;1;262;262;13;0;0;0;2;6;13;7479;21965
010188;0;262;262;13;0;0;0;2;6;13;7482;21965
010193;0;262;262;13;0;0;0;2;6;13;7486;21965
010201;0;262;262;13;0;0;0;2;6;13;7491;21965
010206;0;262;262;13;0;0;0;2;6;13;7495;21965
010212;0;262;262;13;0;0;0;2;6;13;7499;21965
010217;0;262;262;13;0;0;0;2;6;13;7503;21965
010222;0;262;262;13;0;0;0;2;6;13;7506;21965
010227;0;262;262;13;0;0;0;2;6;13;7510;21965
010232;0;262;262;13;0;0;0;2;6;13;7513;21965
010237;0;262;262;13;0;0;0;2;6;13;7517;21965
010243;5;262;262;13;0;0;0;2;6;13;7553;21965
010248;0;262;262;13;0;0;0;2;6;13;7557;21965
010254;0;262;262;13;0;0;0;2;6;13;7561;21965
010259;0;262;262;13;0;0;0;2;6;13;7564;21965
010264;0;262;262;13;0;0;0;2;6;13;7568;21965
010269;0;262;262;13;0;0;0;2;6;13;7572;21965
010277;0;262;262;13;0;0;0;2;6;13;7577;21965
010282;0;262;262;13;0;0;0;2;6;13;7581;21965
010287;0;262;262;13;0;0;0;2;6;13;7584;21965
010292;0;262;262;13;0;0;0;2;6;13;7588;21965
010300;0;262;262;13;0;0;0;2;6;13;7593;21965
010305;0;262;262;13;0;0;0;2;6;13;7597;21965
010312;0;262;262;13;0;0;0;2;6;13;7602;21965
010321;0;262;262;13;0;0;0;2;6;13;7608;21965
010326;0;262;262;13;0;0;0;2;6;13;7612;21965
010331;0;262;262;13;0;0;0;2;6;13;7615;21965
010336;0;263;263;13;0;0;0;2;6;13;7619;21965
010341;0;263;263;13;0;0;0;2;6;13;7623;21965
010349;0;263;263;13;0;0;0;2;6;13;7628;21965
010354;0;263;263;13;0;0;0;2;6;13;7632;21965
010363;0;263;263;13;0;0;0;2;6;13;7638;21965
010368;0;263;263;13;0;0;0;2;6;13;7642;21965
010373;0;263;263;13;0;0;0;2;6;13;7645;21965
010378;0;263;263;13;0;0;0;2;6;13;7649;21965
010383;0;263;263;13;0;0;0;2;6;13;7652;21965
010388;0;263;263;13;0;0;0;2;6;13;7656;21965
010397;0;263;263;13;0;0;0;2;6;13;7662;21965
010402;0;263;263;13;0;0;0;2;6;13;7666;21965
010407;0;263;263;13;0;0;0;2;6;13;7669;21965
010412;0;263;263;13;0;0;0;2;6;13;7673;21965
010420;0;263;263;13;0;0;0;2;6;13;7678;21965
010425;0;263;263;13;0;0;0;2;6;13;7682;21965
010430;0;263;263;13;0;0;0;2;6;13;7685;21965
010435;0;263;263;13;0;0;0;2;6;13;7689;21965
010442;0;264;264;13;0;0;0;2;6;13;7694;21965
010449;0;264;264;13;0;0;0;2;6;13;7699;21965
010454;0;264;264;13;0;0;0;2;6;13;7703;21965
010459;0;264;264;13;0;0;0;2;6;13;7706;21965
010464;0;264;264;13;0;0;0;2;6;13;7710;21965
010469;0;264;264;13;0;0;0;2;6;13;7713;21965
010474;0;264;264;13;0;0;0;2;6;13;7717;21965
010479;0;264;264;13;0;0;0;2;6;13;7720;21965
010484;0;264;264;13;0;0;0;2;6;13;7724;21965
010489;0;264;264;13;0;0;0;2;6;13;7727;21965
010494;0;264;264;13;0;0;0;2;6;13;7731;21965
010499;0;264;264;13;0;0;0;2;6;13;7734;21965
010504;0;264;264;13;0;0;0;2;6;13;7738;21965
010510;0;264;264;13;0;0;0;2;6;13;7742;21965
010515;0;264;264;13;0;0;0;2;6;13;7746;21965
010520;0;264;264;13;0;0;0;2;6;13;7749;21965
010525;0;264;264;13;0;0;0;2;6;13;7753;21965
010530;0;264;264;13;0;0;0;2;6;13;7756;21965
010539;0;264;264;13;0;0;0;2;6;13;7763;21965
010544;0;264;264;13;0;0;0;2;6;13;7766;21965
010549;0;264;264;13;0;0;0;2;6;13;7770;21965
010555;0;265;265;13;0;0;0;2;6;13;7774;21965
010560;0;265;265;13;0;0;0;2;6;13;7778;21965
010565;0;265;265;13;0;0;0;2;6;13;7781;21965
010570;0;265;265;13;0;0;0;2;6;13;7785;21965
010575;0;265;265;13;0;0;0;2;6;13;7788;21965
010580;0;265;265;13;0;0;0;2;6;13;7792;21965
010585;0;265;265;13;0;0;0;2;6;13;7795;21965
010590;0;265;265;13;0;0;0;2;6;13;7799;21965
010598;0;265;265;13;0;0;0;2;6;13;7804;21965
010603;0;265;265;13;0;0;0;2;6;13;7808;21965
010608;0;265;265;13;0;0;0;2;6;13;7811;21965
010613;0;265;265;13;0;0;0;2;6;13;7815;21965
010618;0;265;265;13;0;0;0;2;6;13;7818;21965
010623;0;265;265;13;0;0;0;2;6;13;7822;21965
010630;0;265;265;13;0;0;0;2;6;13;7827;21965
010635;0;265;265;13;0;0;0;2;6;13;7831;21965
010642;0;265;265;13;0;0;0;2;6;13;7835;21965
010647;0;265;265;13;0;0;0;2;6;13;7839;21965
010656;0;265;265;13;0;0;0;2;6;13;7845;21965
010661;0;265;265;13;0;0;0;2;6;13;7849;21965
010666;0;265;265;13;0;0;0;2;6;13;7852;21965
010671;0;265;265;13;0;0;0;2;6;13;7856;21965
010676;0;265;265;13;0;0;0;2;6;13;7859;21965
010681;0;265;265;13;0;0;0;2;6;13;7863;21965
010686;0;265;265;13;0;0;0;2;6;13;7866;21965
010691;0;265;265;13;0;0;0;2;6;13;7870;21965
010696;0;265;265;13;0;0;0;2;6;13;7873;21965
010702;0;265;265;13;0;0;0;2;6;13;7878;21965
010708;0;265;265;13;0;0;0;2;6;13;7882;21965
010713;0;265;265;13;0;0;0;2;6;13;7886;21965
010718;0;265;265;13;0;0;0;2;6;13;7889;21965
010724;0;265;265;13;0;0;0;2;6;13;7893;21965
010729;0;265;265;13;0;0;0;2;6;13;7897;21965
010734;0;265;265;13;0;0;0;2;6;13;7900;21965
010739;0;265;265;13;0;0;0;2;6;13;7904;21965
010744;0;265;265;13;0;0;0;2;6;13;7907;21965
010749;0;265;265;13;0;0;0;2;6;13;7911;21965
010754;0;265;265;13;0;0;0;2;6;13;7915;21965
010762;0;265;265;13;0;0;0;2;6;13;7920;21965
010767;0;265;265;13;0;0;0;2;6;13;7924;21965
010772;0;265;265;13;0;0;0;2;6;13;7927;21965
010779;0;266;266;13;0;0;0;2;6;13;7932;21965
010784;0;266;266;13;0;0;0;2;6;13;7936;21965
010789;0;266;266;13;0;0;0;2;6;13;7939;21965
010794;0;266;266;13;0;0;0;2;6;13;7943;21965
010799;0;266;266;13;0;0;0;2;6;13;7946;21965
010804;0;266;266;13;0;0;0;2;6;13;7950;21965
010809;0;266;266;13;0;0;0;2;6;13;7953;21965
010814;0;266;266;13;0;0;0;2;6;13;7957;21965
010820;0;266;266;13;0;0;0;2;6;13;7961;21965
010825;0;266;266;13;0;0;0;2;6;13;7965;21965
010830;0;266;266;13;0;0;0;2;6;13;7968;21965
010835;0;266;266;13;0;0;0;2;6;13;7972;21965
010840;0;266;266;13;0;0;0;2;6;13;7975;21965
010845;0;266;266;13;0;0;0;2;6;13;7979;21965
010850;0;266;266;13;0;0;0;2;6;13;7983;21965
010855;0;266;266;13;0;0;0;2;6;13;7986;21965
010865;0;266;266;13;0;0;0;2;6;13;7993;21965
010870;0;266;266;13;0;0;0;2;6;13;7997;21965
010875;0;266;266;13;0;0;0;2;6;13;8000;21965
010884;0;266;266;13;0;0;0;2;6;13;8007;21965
010889;0;266;266;13;0;0;0;2;6;13;8010;21965
010894;0;266;266;13;0;0;0;2;6;13;8014;21965
010899;0;266;266;13;0;0;0;2;6;13;8017;21965
010904;0;266;266;13;0;0;0;2;6;13;8021;21965
010911;0;266;266;13;0;0;0;2;6;13;8026;21965
010916;0;266;266;13;0;0;0;2;6;13;8030;21965
010921;0;266;266;13;0;0;0;2;6;13;8033;21965
010927;0;266;266;13;0;0;0;2;6;13;8037;21965
010932;0;266;266;13;0;0;0;2;6;13;8041;21965
010940;0;267;267;13;0;0;0;2;6;13;8046;21965
010945;0;267;267;13;0;0;0;2;6;13;8050;21965
010950;0;267;267;13;0;0;0;2;6;13;8053;21965
010955;0;267;267;13;0;0;0;2;6;13;8057;21965
010960;0;267;267;13;0;0;0;2;6;13;8060;21965
010965;0;267;267;13;0;0;0;2;6;13;8064;21965
010970;0;267;267;13;0;0;0;2;6;13;8067;21965
010975;0;267;267;13;0;0;0;2;6;13;8071;21965
010980;0;267;267;13;0;0;0;2;6;13;8074;21965
010985;0;267;267;13;0;0;0;2;6;13;8078;21965
010990;0;267;267;13;0;0;0;2;6;13;8081;21965
010998;0;267;267;13;0;0;0;2;6;13;8087;21965
011003;0;267;267;13;0;0;0;2;6;13;8091;21965
011008;0;267;267;13;0;0;0;2;6;13;8094;21965
011013;0;267;267;13;0;0;0;2;6;13;8098;21965
011018;0;267;267;13;0;0;0;2;6;13;8101;21965
011023;0;267;267;13;0;0;0;2;6;13;8105;21965
011028;0;267;267;13;0;0;0;2;6;13;8108;21965
011033;0;267;267;13;0;0;0;2;6;13;8112;21965
011038;0;267;267;13;0;0;0;2;6;13;8115;21965
011043;0;267;267;13;0;0;0;2;6;13;8119;21965
011048;0;267;267;13;0;0;0;2;6;13;8122;21965
011053;0;267;267;13;0;0;0;2;6;13;8126;21965
011058;0;267;267;13;0;0;0;2;6;13;8130;21965
011063;6;267;267;13;0;0;0;2;6;13;8165;21965
011068;0;267;267;13;0;0;0;2;6;13;8169;21965
011073;0;267;267;13;0;0;0;2;6;13;8172;21965
011078;0;267;267;13;0;0;0;2;6;13;8176;21965
011083;0;267;267;13;0;0;0;2;6;13;8179;21965
011088;0;267;267;13;0;0;0;2;6;13;8183;21965
011094;0;267;267;13;0;0;0;2;6;13;8187;21965
011099;0;267;267;13;0;0;0;2;6;13;8191;21965
011104;0;267;267;13;0;0;0;2;6;13;8194;21965
011109;0;267;267;13;0;0;0;2;6;13;8198;21965
011114;0;267;267;13;0;0;0;2;6;13;8201;21965
011119;0;267;267;13;0;0;0;2;6;13;8205;21965
011124;0;267;267;13;0;0;0;2;6;13;8208;21965
011129;0;267;267;13;0;0;0;2;6;13;8212;21965
011134;0;267;267;13;0;0;0;2;6;13;8215;21965
011139;0;267;267;13;0;0;0;2;6;13;8219;21965
011144;0;267;267;13;0;0;0;2;6;13;8222;21965
011149;0;267;267;13;0;0;0;2;6;13;8226;21965
011154;0;267;267;13;0;0;0;2;6;13;8229;21965
011159;0;267;267;13;0;0;0;2;6;13;8233;21965
011164;0;267;267;13;0;0;0;2;6;13;8236;21965
011169;0;267;267;13;0;0;0;2;6;13;8240;21965
011174;0;267;267;13;0;0;0;2;6;13;8243;21965
011179;0;267;267;13;0;0;0;2;6;13;8247;21965
011184;0;267;267;13;0;0;0;2;6;13;8251;21965
011189;0;267;267;13;0;0;0;2;6;13;8254;21965
011194;0;267;267;13;0;0;0;2;6;13;8258;21965
011199;0;267;267;13;0;0;0;2;6;13;8261;21965
011204;0;267;267;13;0;0;0;2;6;13;8265;21965
011209;0;267;267;13;0;0;0;2;6;13;8268;21965
011214;0;267;267;13;0;0;0;2;6;13;8272;21965
011219;0;267;267;13;0;0;0;2;6;13;8275;21965
011224;0;267;267;13;0;0;0;2;6;13;8279;21965
011229;0;267;267;13;0;0;0;2;6;13;8282;21965
011234;0;267;267;13;0;0;0;2;6;13;8286;21965
011241;0;267;267;13;0;0;0;2;6;13;8291;21965
011246;0;267;267;13;0;0;0;2;6;13;8295;21965
011255;0;267;267;13;0;0;0;2;6;13;8301;21965
011261;0;267;267;13;0;0;0;2;6;13;8305;21965
011266;0;267;267;13;0;0;0;2;6;13;8308;21965
011271;0;267;267;13;0;0;0;2;6;13;8312;21965
011276;0;267;267;13;0;0;0;2;6;13;8315;21965
011281;0;267;267;13;0;0;0;2;6;13;8319;21965
011286;0;267;267;13;0;0;0;2;6;13;8322;21965
011291;0;267;267;13;0;0;0;2;6;13;8326;21965
011296;0;267;267;13;0;0;0;2;6;13;8329;21965
011301;0;267;267;13;0;0;0;2;6;13;8333;21965
011309;0;267;267;13;0;0;0;2;6;13;8339;21965
011314;0;267;267;13;0;0;0;2;6;13;8343;21965
011319;0;267;267;13;0;0;0;2;6;13;8346;21965
011324;0;267;267;13;0;0;0;2;6;13;8350;21965
011329;0;267;267;13;0;0;0;2;6;13;8353;21965
011334;0;267;267;13;0;0;0;2;6;13;8357;21965
011339;0;267;267;13;0;0;0;2;6;13;8360;21965
011344;0;267;267;13;0;0;0;2;6;13;8364;21965
011349;0;267;267;13;0;0;0;2;6;13;8367;21965
011357;0;267;267;13;0;0;0;2;6;13;8373;21965
011362;0;267;267;13;0;0;0;2;6;13;8377;21965
011370;0;267;267;13;0;0;0;2;6;13;8382;21965
011375;0;267;267;13;0;0;0;2;6;13;8386;21965
011380;0;267;267;13;0;0;0;2;6;13;8389;21965
011386;0;267;267;13;0;0;0;2;6;13;8393;21965
011391;0;267;267;13;0;0;0;2;6;13;8397;21965
011396;0;267;267;13;0;0;0;2;6;13;8400;21965
011401;0;267;267;13;0;0;0;2;6;13;8404;21965
011407;0;267;267;13;0;0;0;2;6;13;8408;21965
011412;0;267;267;13;0;0;0;2;6;13;8412;21965
011421;0;267;267;13;0;0;0;2;6;13;8418;21965
011426;0;267;267;13;0;0;0;2;6;13;8422;21965
011431;0;267;267;13;0;0;0;2;6;13;8425;21965
011436;0;267;267;13;0;0;0;2;6;13;8429;21965
011442;0;267;267;13;0;0;0;2;6;13;8433;21965
011447;0;267;267;13;0;0;0;2;6;13;8437;21965
011452;0;267;267;13;0;0;0;2;6;13;8440;21965
011457;0;267;267;13;0;0;0;2;6;13;8444;21965
011462;0;267;267;13;0;0;0;2;6;13;8447;21965
011467;0;267;267;13;0;0;0;2;6;13;8451;21965
011472;0;267;267;13;0;0;0;2;6;13;8454;21965
011477;0;267;267;13;0;0;0;2;6;13;8458;21965
011482;0;267;267;13;0;0;0;2;6;13;8461;21965
011487;0;267;267;13;0;0;0;2;6;13;8465;21965
011492;0;267;267;13;0;0;0;2;6;13;8468;21965
011500;0;267;267;13;0;0;0;2;6;13;8474;21965
011505;0;267;267;13;0;0;0;2;6;13;8478;21965
011510;0;267;267;13;0;0;0;2;6;13;8481;21965
011515;0;267;267;13;0;0;0;2;6;13;8485;21965
011520;0;267;267;13;0;0;0;2;6;13;8488;21965
011525;0;267;267;13;0;0;0;2;6;13;8492;21965
011530;0;267;267;13;0;0;0;2;6;13;8495;21965
011537;0;267;267;13;0;0;0;2;6;13;8500;21965
011547;0;267;267;13;0;0;0;2;6;13;8507;21965
011555;0;267;267;13;0;0;0;2;6;13;8513;21965
011560;0;267;267;13;0;0;0;2;6;13;8517;21965
011565;0;267;267;13;0;0;0;2;6;13;8520;21965
011574;0;267;267;13;0;0;0;2;6;13;8526;21965
011579;0;267;267;13;0;0;0;2;6;13;8530;21965
011584;0;267;267;13;0;0;0;2;6;13;8533;21965
011594;0;267;267;13;0;0;0;2;6;13;8540;21965
011599;0;267;267;13;0;0;0;2;6;13;8544;21965
011604;0;267;267;13;0;0;0;2;6;13;8547;21965
011609;0;267;267;13;0;0;0;2;6;13;8551;21965
011614;0;267;267;13;0;0;0;2;6;13;8554;21965
011619;0;267;267;13;0;0;0;2;6;13;8558;21965
011628;0;267;267;13;0;0;0;2;6;13;8564;21965
011637;0;267;267;13;0;0;0;2;6;13;8571;21965
011642;0;267;267;13;0;0;0;2;6;13;8575;21965
011647;0;267;267;13;0;0;0;2;6;13;8578;21965
011652;0;267;267;13;0;0;0;2;6;13;8582;21965
011657;0;267;267;13;0;0;0;2;6;13;8585;21965
011662;0;267;267;13;0;0;0;2;6;13;8589;21965
011667;0;267;267;13;0;0;0;2;6;13;8592;21965
011672;0;267;267;13;0;0;0;2;6;13;8596;21965
011681;0;267;267;13;0;0;0;2;6;13;8602;21965
011686;0;267;267;13;0;0;0;2;6;13;8606;21965
011691;0;267;267;13;0;0;0;2;6;13;8609;21965
011696;0;267;267;13;0;0;0;2;6;13;8613;21965
011701;0;267;267;13;0;0;0;2;6;13;8616;21965
011706;0;267;267;13;0;0;0;2;6;13;8620;21965
011711;0;267;267;13;0;0;0;2;6;13;8623;21965
011716;0;267;267;13;0;0;0;2;6;13;8627;21965
011721;0;267;267;13;0;0;0;2;6;13;8630;21965
011726;0;267;267;13;0;0;0;2;6;13;8634;21965
011731;0;267;267;13;0;0;0;2;6;13;8637;21965
011736;0;267;267;13;0;0;0;2;6;13;8641;21965
011741;0;267;267;13;0;0;0;2;6;13;8644;21965
011746;0;267;267;13;0;0;0;2;6;13;8648;21965
011751;0;267;267;13;0;0;0;2;6;13;8652;21965
011756;0;267;267;13;0;0;0;2;6;13;8655;21965
011761;0;267;267;13;0;0;0;2;6;13;8659;21965
011766;0;267;267;13;0;0;0;2;6;13;8662;21965
011771;0;267;267;13;0;0;0;2;6;13;8666;21965
011776;0;267;267;13;0;0;0;2;6;13;8669;21965
011781;0;267;267;13;0;0;0;2;6;13;8673;21965
011786;0;267;267;13;0;0;0;2;6;13;8676;21965
011792;0;267;267;13;0;0;0;2;6;13;8680;21965
011797;0;267;267;13;0;0;0;2;6;13;8683;21965
011802;0;267;267;13;0;0;0;2;6;13;8687;21965
011810;0;267;267;13;0;0;0;2;6;13;8693;21965
011820;0;267;267;13;0;0;0;2;6;13;8700;21965
011825;0;267;267;13;0;0;0;2;6;13;8704;21965
011830;0;267;267;13;0;0;0;2;6;13;8707;21965
011835;0;267;267;13;0;0;0;2;6;13;8711;21965
011840;0;267;267;13;0;0;0;2;6;13;8714;21965
011845;0;267;267;13;0;0;0;2;6;13;8718;21965
011850;0;267;267;13;0;0;0;2;6;13;8721;21965
011855;0;267;267;13;0;0;0;2;6;13;8725;21965
011860;0;267;267;13;0;0;0;2;6;13;8728;21965
011865;7;267;267;13;0;0;0;2;6;13;8764;21965
011870;0;267;267;13;0;0;0;2;6;13;8767;21965
011875;0;267;267;13;0;0;0;2;6;13;8771;21965
011880;0;267;267;13;0;0;0;2;6;13;8774;21965
011885;0;267;267;13;0;0;0;2;6;13;8778;21965
011890;0;267;267;13;0;0;0;2;6;13;8782;21965
011899;0;267;267;13;0;0;0;2;6;13;8788;21965
011904;0;267;267;13;0;0;0;2;6;13;8792;21965
011909;0;267;267;13;0;0;0;2;6;13;8795;21965
011914;0;267;267;13;0;0;0;2;6;13;8799;21965
011919;0;267;267;13;0;0;0;2;6;13;8802;21965
011924;0;267;267;13;0;0;0;2;6;13;8806;21965
011929;0;267;267;13;0;0;0;2;6;13;8809;21965
011934;0;267;267;13;0;0;0;2;6;13;8813;21965
011939;0;267;267;13;0;0;0;2;6;13;8816;21965
011944;0;267;267;13;0;0;0;2;6;13;8820;21965
011949;0;267;267;13;0;0;0;2;6;13;8823;21965
011954;0;267;267;13;0;0;0;2;6;13;8827;21965
011959;0;267;267;13;0;0;0;2;6;13;8831;21965
011966;0;268;268;13;0;0;0;2;6;13;8835;21965
011971;0;268;268;13;0;0;0;2;6;13;8839;21965
011976;0;268;268;13;0;0;0;2;6;13;8842;21965
011981;0;268;268;13;0;0;0;2;6;13;8846;21965
011986;0;268;268;13;0;0;0;2;6;13;8849;21965
011991;0;268;268;13;0;0;0;2;6;13;8853;21965
011996;0;268;268;13;0;0;0;2;6;13;8856;21965
012001;0;268;268;13;0;0;0;2;6;13;8860;21965
012006;0;268;268;13;0;0;0;2;6;13;8863;21965
012011;0;268;268;13;0;0;0;2;6;13;8867;21965
012016;0;268;268;13;0;0;0;2;6;13;8870;21965
012021;0;268;268;13;0;0;0;2;6;13;8874;21965
012026;0;268;268;13;0;0;0;2;6;13;8878;21965
012032;0;268;268;13;0;0;0;2;6;13;8882;21965
012042;0;268;268;13;0;0;0;2;6;13;8889;21965
012051;0;268;268;13;0;0;0;2;6;13;8895;21965
012056;0;268;268;13;0;0;0;2;6;13;8899;21965
012061;0;268;268;13;0;0;0;2;6;13;8902;21965
012066;0;268;268;13;0;0;0;2;6;13;8906;21965
012071;0;268;268;13;0;0;0;2;6;13;8909;21965
012076;0;268;268;13;0;0;0;2;6;13;8913;21965
012081;0;268;268;13;0;0;0;2;6;13;8916;21965
012086;0;268;268;13;0;0;0;2;6;13;8920;21965
012091;0;268;268;13;0;0;0;2;6;13;8923;21965
012098;0;268;268;13;0;0;0;2;6;13;8929;21965
012103;0;268;268;13;0;0;0;2;6;13;8932;21965
012108;0;268;268;13;0;0;0;2;6;13;8936;21965
012113;0;268;268;13;0;0;0;2;6;13;8939;21965
012120;0;268;268;13;0;0;0;2;6;13;8944;21965
012125;0;268;268;13;0;0;0;2;6;13;8948;21965
012130;0;268;268;13;0;0;0;2;6;13;8951;21965
012135;0;268;268;13;0;0;0;2;6;13;8955;21965
012140;0;268;268;13;0;0;0;2;6;13;8958;21965
012145;0;268;268;13;0;0;0;2;6;13;8962;21965
012150;0;268;268;13;0;0;0;2;6;13;8965;21965
012155;0;268;268;13;0;0;0;2;6;13;8969;21965
012160;0;268;268;13;0;0;0;2;6;13;8972;21965
012165;0;268;268;13;0;0;0;2;6;13;8976;21965
012171;0;268;268;13;0;0;0;2;6;13;8980;21965
012176;0;268;268;13;0;0;0;2;6;13;8984;21965
012181;0;268;268;13;0;0;0;2;6;13;8987;21965
012186;0;268;268;13;0;0;0;2;6;13;8991;21965
012191;0;268;268;13;0;0;0;2;6;13;8994;21965
012196;0;268;268;13;0;0;0;2;6;13;8998;21965
012201;0;268;268;13;0;0;0;2;6;13;9001;21965
012206;0;268;268;13;0;0;0;2;6;13;9005;21965
012211;0;268;268;13;0;0;0;2;6;13;9009;21965
012216;0;268;268;13;0;0;0;2;6;13;9012;21965
012221;0;268;268;13;0;0;0;2;6;13;9016;21965
012226;0;268;268;13;0;0;0;2;6;13;9019;21965
012231;0;268;268;13;0;0;0;2;6;13;9023;21965
012236;0;268;268;13;0;0;0;2;6;13;9026;21965
012241;0;268;268;13;0;0;0;2;6;13;9030;21965
012246;0;268;268;13;0;0;0;2;6;13;9033;21965
012251;0;268;268;13;0;0;0;2;6;13;9037;21965
012256;0;268;268;13;0;0;0;2;6;13;9040;21965
012263;0;268;268;13;0;0;0;2;6;13;9045;21965
012268;0;268;268;13;0;0;0;2;6;13;9049;21965
012276;0;268;268;13;0;0;0;2;6;13;9054;21965
012281;0;268;268;13;0;0;0;2;6;13;9058;21965
012286;0;268;268;13;0;0;0;2;6;13;9061;21965
012293;0;268;268;13;0;0;0;2;6;13;9066;21965
012298;0;268;268;13;0;0;0;2;6;13;9070;21965
012303;0;268;268;13;0;0;0;2;6;13;9073;21965
012308;0;268;268;13;0;0;0;2;6;13;9077;21965
012313;0;268;268;13;0;0;0;2;6;13;9080;21965
012318;0;268;268;13;0;0;0;2;6;13;9084;21965
012324;0;268;268;13;0;0;0;2;6;13;9088;21965
012332;0;268;268;13;0;0;0;2;6;13;9094;21965
012337;0;268;268;13;0;0;0;2;6;13;9098;21965
012342;0;268;268;13;0;0;0;2;6;13;9101;21965
012347;0;268;268;13;0;0;0;2;6;13;9105;21965
012352;0;268;268;13;0;0;0;2;6;13;9108;21965
012359;0;268;268;13;0;0;0;2;6;13;9113;21965
012364;0;268;268;13;0;0;0;2;6;13;9117;21965
012369;0;268;268;13;0;0;0;2;6;13;9120;21965
012377;0;269;269;13;0;0;0;2;6;13;9126;21965
012382;0;269;269;13;0;0;0;2;6;13;9130;21965
012387;0;269;269;13;0;0;0;2;6;13;9133;21965
012392;0;269;269;13;0;0;0;2;6;13;9137;21965
012397;0;269;269;13;0;0;0;2;6;13;9140;21965
012402;0;269;269;13;0;0;0;2;6;13;9144;21965
012407;0;269;269;13;0;0;0;2;6;13;9147;21965
012412;0;269;269;13;0;0;0;2;6;13;9151;21965
012417;0;269;269;13;0;0;0;2;6;13;9154;21965
012422;0;269;269;13;0;0;0;2;6;13;9158;21965
